City,State,ISO,Population,Current_Power_Usage_MW,Power_Usage_per_Capita_kW,Is_Hub,Avg_LMP_USD_per_MWh,LMP_Volatility,High_Price_Days,Elec_Rate_Change_Pct
Santa Clara,CA,CAISO,130000,188.75,1.452,1,43.72,5,3,0.06524
Houston,TX,ERCOT,2300000,3222.19,1.401,0,33.26,5,2,0.03816
San Antonio,TX,ERCOT,1450000,2081.32,1.4354,1,42.24,5,2,0.06174
Baltimore,MD,PJM,580000,926.34,1.5971,0,45.83,5,3,0.04445
Richmond,VA,PJM,230000,324.56,1.4111,0,41.91,5,2,0.03766
Baltimore,MD,PJM,580000,855.77,1.4755,0,41.32,5,2,0.04525
San Antonio,TX,ERCOT,1450000,2067.85,1.4261,1,41.63,5,2,0.06038
Austin,TX,ERCOT,970000,1383.51,1.4263,0,21.72,5,1,0.03382
Boston,MA,ISONE,675000,932.48,1.3815,1,46.78,5,3,0.0676
Cleveland,OH,PJM,370000,483.13,1.3058,0,47.28,5,3,0.04278
Sacramento,CA,CAISO,525000,754.89,1.4379,0,36.15,5,1,0.03652
San Antonio,TX,ERCOT,1450000,2045.48,1.4107,1,46.22,5,3,0.06417
Baltimore,MD,PJM,580000,925.62,1.5959,0,59.8,5,3,0.05818
Philadelphia,PA,PJM,1600000,2263.96,1.415,0,46.65,5,3,0.04567
Sacramento,CA,CAISO,525000,781.13,1.4879,0,25.75,5,2,0.03817
Philadelphia,PA,PJM,1600000,2099.72,1.3123,0,20.8,5,1,0.03025
Ashburn,VA,PJM,50000,76.14,1.5228,1,35.66,5,2,0.05671
Boston,MA,ISONE,675000,923.99,1.3689,1,50.33,5,3,0.06728
Cleveland,OH,PJM,370000,524.28,1.417,0,49.21,5,3,0.04892
Providence,RI,ISONE,190000,280.64,1.4771,0,51.72,5,3,0.05053
Manassas,VA,PJM,42000,60.08,1.4305,1,35.91,5,1,0.0601
San Diego,CA,CAISO,1400000,2275.72,1.6255,0,42.78,5,3,0.04681
Philadelphia,PA,PJM,1600000,2148.47,1.3428,0,47.14,5,3,0.04581
Providence,RI,ISONE,190000,271.76,1.4303,0,41.14,5,2,0.03869
Austin,TX,ERCOT,970000,1593.29,1.6426,0,38.7,5,2,0.04212
Detroit,MI,MISO,640000,838.21,1.3097,0,37.54,5,2,0.04054
Indianapolis,IN,MISO,890000,1176.86,1.3223,0,32.03,5,2,0.04154
Philadelphia,PA,PJM,1600000,2264.73,1.4155,0,39.01,5,2,0.04448
Sacramento,CA,CAISO,525000,840.25,1.6005,0,42.2,5,2,0.04163
Detroit,MI,MISO,640000,871.21,1.3613,0,34.04,5,1,0.03306
Houston,TX,ERCOT,2300000,3907.95,1.6991,0,46.81,5,3,0.04743
Indianapolis,IN,MISO,890000,1311.08,1.4731,0,37.52,5,2,0.04518
San Antonio,TX,ERCOT,1450000,2462.68,1.6984,1,45.23,5,3,0.06193
Baltimore,MD,PJM,580000,859.18,1.4813,0,48.14,5,3,0.04938
Houston,TX,ERCOT,2300000,3779.12,1.6431,0,34.51,5,2,0.0379
Cleveland,OH,PJM,370000,582.29,1.5738,0,50.48,5,3,0.04758
Cleveland,OH,PJM,370000,498.77,1.348,0,37.14,5,2,0.04094
Ashburn,VA,PJM,50000,75.83,1.5165,1,33.58,5,2,0.05293
Manassas,VA,PJM,42000,62.91,1.4978,1,38.86,5,2,0.05416
Detroit,MI,MISO,640000,893.85,1.3966,0,45.39,5,2,0.04461
San Antonio,TX,ERCOT,1450000,2044.01,1.4097,1,41.19,5,2,0.05822
Detroit,MI,MISO,640000,844.15,1.319,0,33.55,5,2,0.03929
Austin,TX,ERCOT,970000,1435.94,1.4804,0,37.39,5,2,0.0419
Austin,TX,ERCOT,970000,1475.22,1.5208,0,47.42,5,3,0.0459
Philadelphia,PA,PJM,1600000,2341.45,1.4634,0,36.25,5,2,0.04001
San Diego,CA,CAISO,1400000,2060.28,1.4716,0,40.53,5,2,0.04389
San Diego,CA,CAISO,1400000,2001.5,1.4296,0,49.31,5,3,0.04757
Baltimore,MD,PJM,580000,829.54,1.4302,0,34.48,5,2,0.03868
Richmond,VA,PJM,230000,306.29,1.3317,0,41.72,5,2,0.04646
Manassas,VA,PJM,42000,65.43,1.5578,1,38.85,5,2,0.06153
Manassas,VA,PJM,42000,64.45,1.5346,1,41.81,5,2,0.05683
Providence,RI,ISONE,190000,251.63,1.3243,0,40.75,5,2,0.04045
Los Angeles,CA,CAISO,3900000,6395.62,1.6399,1,39.54,5,2,0.06112
Boston,MA,ISONE,675000,889.45,1.3177,1,36.28,5,2,0.05316
Boston,MA,ISONE,675000,888.14,1.3158,1,36.35,5,2,0.06215
Houston,TX,ERCOT,2300000,3464.13,1.5061,0,33.53,5,2,0.037
Richmond,VA,PJM,230000,299.26,1.3011,0,50.42,5,3,0.05409
Houston,TX,ERCOT,2300000,3796.44,1.6506,0,40.74,5,2,0.04089
Cleveland,OH,PJM,370000,488.29,1.3197,0,31.97,5,2,0.03645
Santa Clara,CA,CAISO,130000,197.26,1.5174,1,37.83,5,1,0.05523
Los Angeles,CA,CAISO,3900000,5818.86,1.492,1,38.11,5,2,0.05553
San Diego,CA,CAISO,1400000,2146.68,1.5333,0,41.6,5,2,0.04181
Philadelphia,PA,PJM,1600000,2415.31,1.5096,0,32.69,5,2,0.03516
San Diego,CA,CAISO,1400000,2318.16,1.6558,0,57.29,5,3,0.05747
Hartford,CT,ISONE,120000,161.33,1.3444,0,44.03,5,3,0.04782
Philadelphia,PA,PJM,1600000,2391.27,1.4945,0,48.66,5,2,0.04638
Baltimore,MD,PJM,580000,797.21,1.3745,0,46.59,5,2,0.04329
Houston,TX,ERCOT,2300000,3467.77,1.5077,0,42.64,5,2,0.04454
Sacramento,CA,CAISO,525000,803.62,1.5307,0,43.65,5,3,0.04752
Detroit,MI,MISO,640000,886.53,1.3852,0,52.02,5,3,0.04875
San Antonio,TX,ERCOT,1450000,2259.57,1.5583,1,39.35,5,3,0.06075
Providence,RI,ISONE,190000,273.5,1.4395,0,44.24,5,2,0.04749
Providence,RI,ISONE,190000,251.49,1.3236,0,52.55,5,3,0.05118
Providence,RI,ISONE,190000,275.46,1.4498,0,42.48,5,2,0.04542
Richmond,VA,PJM,230000,306.03,1.3306,0,35.5,5,1,0.0369
Austin,TX,ERCOT,970000,1469.27,1.5147,0,49.35,5,3,0.04832
Austin,TX,ERCOT,970000,1620.42,1.6705,0,40.66,5,2,0.04189
San Diego,CA,CAISO,1400000,2185.91,1.5614,0,25.59,5,1,0.03223
Richmond,VA,PJM,230000,334.85,1.4559,0,56.88,5,3,0.05371
Detroit,MI,MISO,640000,838.73,1.3105,0,40.85,5,2,0.04528
San Antonio,TX,ERCOT,1450000,2206.84,1.522,1,43.9,5,2,0.05414
Richmond,VA,PJM,230000,309.97,1.3477,0,42.64,5,2,0.04752
Santa Clara,CA,CAISO,130000,217.04,1.6695,1,44.85,5,2,0.06236
Hartford,CT,ISONE,120000,170.63,1.4219,0,44.31,5,2,0.0437
Philadelphia,PA,PJM,1600000,2206.11,1.3788,0,37.53,5,3,0.04266
San Diego,CA,CAISO,1400000,2066.88,1.4763,0,39.86,5,2,0.04156
Cleveland,OH,PJM,370000,591.43,1.5985,0,30.93,5,1,0.03711
Santa Clara,CA,CAISO,130000,207.91,1.5993,1,42.66,5,2,0.05566
Ashburn,VA,PJM,50000,76.15,1.523,1,37.62,5,2,0.06034
San Diego,CA,CAISO,1400000,2058.04,1.47,0,31.03,5,2,0.03609
Richmond,VA,PJM,230000,313.78,1.3643,0,42.89,5,2,0.04504
San Antonio,TX,ERCOT,1450000,2448.43,1.6886,1,36.17,5,2,0.06105
San Diego,CA,CAISO,1400000,2343.71,1.6741,0,32.12,5,2,0.039
Minneapolis,MN,MISO,430000,587.37,1.366,1,34.81,5,2,0.05741
Detroit,MI,MISO,640000,897.2,1.4019,0,52.16,5,3,0.04888
Indianapolis,IN,MISO,890000,1285.09,1.4439,0,49.96,5,2,0.04802
Hartford,CT,ISONE,120000,160.41,1.3367,0,49.89,5,3,0.04731
Richmond,VA,PJM,230000,302.33,1.3145,0,38.96,5,2,0.04394
Los Angeles,CA,CAISO,3900000,5944.03,1.5241,1,39.89,5,2,0.05981
Indianapolis,IN,MISO,890000,1219.39,1.3701,0,41.05,5,2,0.03306
Philadelphia,PA,PJM,1600000,2199.77,1.3749,0,31.19,5,2,0.03231
Cleveland,OH,PJM,370000,528.0,1.427,0,44.92,5,3,0.04412
Sacramento,CA,CAISO,525000,779.1,1.484,0,45.46,5,2,0.04089
Detroit,MI,MISO,640000,873.32,1.3646,0,43.11,5,2,0.04582
Santa Clara,CA,CAISO,130000,218.4,1.68,1,40.75,5,2,0.06099
Sacramento,CA,CAISO,525000,766.01,1.4591,0,42.46,5,2,0.03861
Philadelphia,PA,PJM,1600000,2467.04,1.5419,0,32.74,5,2,0.04205
Richmond,VA,PJM,230000,360.09,1.5656,0,57.49,5,3,0.05268
Houston,TX,ERCOT,2300000,3806.56,1.655,0,40.05,5,2,0.0463
Hartford,CT,ISONE,120000,166.95,1.3912,0,51.24,5,3,0.04877
Los Angeles,CA,CAISO,3900000,5758.66,1.4766,1,33.93,5,2,0.05151
San Diego,CA,CAISO,1400000,2216.51,1.5832,0,37.84,5,2,0.04732
Hartford,CT,ISONE,120000,175.87,1.4656,0,20.0,5,1,0.02971
Providence,RI,ISONE,190000,257.2,1.3537,0,47.53,5,3,0.04796
Richmond,VA,PJM,230000,304.49,1.3239,0,36.13,5,2,0.03827
Providence,RI,ISONE,190000,262.26,1.3803,0,49.63,5,3,0.05208
Detroit,MI,MISO,640000,946.86,1.4795,0,41.95,5,2,0.04111
Hartford,CT,ISONE,120000,169.83,1.4152,0,37.39,5,2,0.03879
Houston,TX,ERCOT,2300000,3664.31,1.5932,0,34.59,5,2,0.04043
Providence,RI,ISONE,190000,256.26,1.3487,0,49.87,5,3,0.04425
Minneapolis,MN,MISO,430000,623.39,1.4497,1,31.55,5,1,0.05167
Baltimore,MD,PJM,580000,857.47,1.4784,0,40.15,5,2,0.03921
Houston,TX,ERCOT,2300000,3865.4,1.6806,0,20.0,5,1,0.0345
Detroit,MI,MISO,640000,890.93,1.3921,0,48.29,5,3,0.05098
Ashburn,VA,PJM,50000,74.61,1.4922,1,34.16,5,2,0.0577
Hartford,CT,ISONE,120000,156.48,1.304,0,26.53,5,1,0.03947
Richmond,VA,PJM,230000,317.87,1.382,0,36.18,5,2,0.03815
Baltimore,MD,PJM,580000,843.83,1.4549,0,40.21,5,2,0.04199
San Antonio,TX,ERCOT,1450000,2452.52,1.6914,1,46.17,5,3,0.05852
Hartford,CT,ISONE,120000,165.63,1.3803,0,20.0,5,1,0.02731
Manassas,VA,PJM,42000,66.25,1.5773,1,34.43,5,2,0.05848
Houston,TX,ERCOT,2300000,3434.68,1.4933,0,45.7,5,2,0.04206
San Diego,CA,CAISO,1400000,2264.07,1.6172,0,52.74,5,3,0.05226
Houston,TX,ERCOT,2300000,3664.6,1.5933,0,45.09,5,2,0.04564
Hartford,CT,ISONE,120000,159.18,1.3265,0,35.76,5,2,0.03926
Los Angeles,CA,CAISO,3900000,6484.05,1.6626,1,40.18,5,3,0.06494
Ashburn,VA,PJM,50000,70.15,1.4031,1,42.62,5,3,0.06247
Philadelphia,PA,PJM,1600000,2382.5,1.4891,0,28.79,5,2,0.03513
San Diego,CA,CAISO,1400000,1960.0,1.4,0,27.23,5,1,0.03633
Cleveland,OH,PJM,370000,590.73,1.5966,0,41.89,5,2,0.04808
Baltimore,MD,PJM,580000,923.58,1.5924,0,47.24,5,3,0.04744
Cleveland,OH,PJM,370000,582.89,1.5754,0,40.01,5,2,0.04935
San Antonio,TX,ERCOT,1450000,2088.01,1.44,1,31.85,5,1,0.05196
Manassas,VA,PJM,42000,60.49,1.4403,1,39.73,5,2,0.05409
Richmond,VA,PJM,230000,316.66,1.3768,0,42.43,5,3,0.03932
Detroit,MI,MISO,640000,854.88,1.3358,0,36.26,5,2,0.03938
Ashburn,VA,PJM,50000,65.77,1.3154,1,43.54,5,2,0.05543
Austin,TX,ERCOT,970000,1512.47,1.5592,0,47.66,5,3,0.04225
Baltimore,MD,PJM,580000,927.59,1.5993,0,20.0,5,1,0.02541
Providence,RI,ISONE,190000,265.36,1.3966,0,31.57,5,2,0.03535
Des Moines,IA,MISO,215000,308.34,1.4342,1,39.8,5,3,0.05977
Detroit,MI,MISO,640000,852.08,1.3314,0,35.35,5,2,0.04317
Detroit,MI,MISO,640000,840.4,1.3131,0,56.28,5,3,0.05322
Indianapolis,IN,MISO,890000,1315.19,1.4777,0,43.57,5,3,0.05282
Los Angeles,CA,CAISO,3900000,6533.86,1.6753,1,44.8,5,3,0.06078
Providence,RI,ISONE,190000,249.16,1.3114,0,38.3,5,2,0.04302
Ashburn,VA,PJM,50000,74.16,1.4832,1,40.77,5,2,0.06015
Austin,TX,ERCOT,970000,1421.89,1.4659,0,20.53,5,1,0.02874
Los Angeles,CA,CAISO,3900000,5734.61,1.4704,1,41.85,5,2,0.05782
Houston,TX,ERCOT,2300000,3498.89,1.5213,0,31.1,5,2,0.03357
Hartford,CT,ISONE,120000,175.86,1.4655,0,38.67,5,2,0.05075
Houston,TX,ERCOT,2300000,3885.21,1.6892,0,53.77,5,3,0.05142
Philadelphia,PA,PJM,1600000,2265.26,1.4158,0,23.13,5,2,0.02994
Cleveland,OH,PJM,370000,575.63,1.5558,0,54.24,5,3,0.05097
Indianapolis,IN,MISO,890000,1233.74,1.3862,0,24.77,5,1,0.03247
Los Angeles,CA,CAISO,3900000,6466.96,1.6582,1,37.31,5,2,0.05706
Ashburn,VA,PJM,50000,67.69,1.3538,1,44.37,5,3,0.06918
Manassas,VA,PJM,42000,57.72,1.3743,1,45.44,5,3,0.06577
San Antonio,TX,ERCOT,1450000,2078.89,1.4337,1,32.71,5,2,0.05639
Cleveland,OH,PJM,370000,586.11,1.5841,0,29.92,5,2,0.03621
Sacramento,CA,CAISO,525000,875.55,1.6677,0,43.98,5,2,0.04966
Los Angeles,CA,CAISO,3900000,5485.33,1.4065,1,40.91,5,2,0.06402
Providence,RI,ISONE,190000,277.26,1.4593,0,31.01,5,1,0.04043
Providence,RI,ISONE,190000,284.91,1.4995,0,47.35,5,2,0.04293
Baltimore,MD,PJM,580000,843.47,1.4543,0,40.39,5,2,0.0446
Indianapolis,IN,MISO,890000,1166.71,1.3109,0,32.73,5,2,0.04194
Des Moines,IA,MISO,215000,320.43,1.4904,1,55.9,5,3,0.06878
San Diego,CA,CAISO,1400000,1960.92,1.4007,0,41.71,5,3,0.0432
Philadelphia,PA,PJM,1600000,2273.98,1.4212,0,56.6,5,3,0.05069
Austin,TX,ERCOT,970000,1362.6,1.4047,0,39.4,5,2,0.04134
Los Angeles,CA,CAISO,3900000,6120.59,1.5694,1,49.75,5,3,0.0651
Indianapolis,IN,MISO,890000,1320.75,1.484,0,28.49,5,1,0.03284
Hartford,CT,ISONE,120000,163.37,1.3614,0,37.41,5,2,0.04397
Baltimore,MD,PJM,580000,818.4,1.411,0,40.06,5,2,0.04614
San Diego,CA,CAISO,1400000,2291.17,1.6365,0,59.57,5,4,0.05594
Ashburn,VA,PJM,50000,74.07,1.4815,1,37.95,5,2,0.05443
Des Moines,IA,MISO,215000,310.38,1.4436,1,28.04,5,1,0.05303
Des Moines,IA,MISO,215000,292.79,1.3618,1,41.01,5,2,0.06247
Baltimore,MD,PJM,580000,842.67,1.4529,0,30.49,5,2,0.03974
Minneapolis,MN,MISO,430000,560.41,1.3033,1,40.76,5,3,0.05719
Detroit,MI,MISO,640000,924.91,1.4452,0,49.82,5,3,0.04997
Hartford,CT,ISONE,120000,173.26,1.4438,0,32.4,5,2,0.04092
Richmond,VA,PJM,230000,314.4,1.367,0,48.67,5,3,0.04734
Philadelphia,PA,PJM,1600000,2370.19,1.4814,0,48.65,5,3,0.04998
Hartford,CT,ISONE,120000,172.29,1.4358,0,51.88,5,3,0.05566
Detroit,MI,MISO,640000,952.86,1.4888,0,27.86,5,1,0.03482
Sacramento,CA,CAISO,525000,855.51,1.6295,0,39.86,5,2,0.04304
Providence,RI,ISONE,190000,279.03,1.4686,0,31.89,5,1,0.0341
Des Moines,IA,MISO,215000,312.28,1.4525,1,54.06,5,3,0.06701
San Diego,CA,CAISO,1400000,2145.58,1.5326,0,30.0,5,2,0.03568
Indianapolis,IN,MISO,890000,1317.96,1.4809,0,34.9,5,2,0.03968
Providence,RI,ISONE,190000,257.08,1.3531,0,27.63,5,1,0.03324
Detroit,MI,MISO,640000,877.72,1.3714,0,48.98,5,3,0.05088
Houston,TX,ERCOT,2300000,3611.38,1.5702,0,42.85,5,3,0.04695
Richmond,VA,PJM,230000,317.09,1.3787,0,33.9,5,2,0.04091
Dallas,TX,ERCOT,1300000,1852.21,1.4248,1,29.65,5,1,0.05239
Cleveland,OH,PJM,370000,524.99,1.4189,0,53.75,5,3,0.05214
Boston,MA,ISONE,675000,929.05,1.3764,1,28.59,5,1,0.04963
Detroit,MI,MISO,640000,844.48,1.3195,0,44.52,5,2,0.04705
Richmond,VA,PJM,230000,319.9,1.3909,0,28.21,5,1,0.03648
Hartford,CT,ISONE,120000,171.51,1.4292,0,44.18,5,3,0.04784
Baltimore,MD,PJM,580000,754.5,1.3009,0,60.35,5,4,0.05922
Ashburn,VA,PJM,50000,75.25,1.5049,1,34.79,5,2,0.0572
Austin,TX,ERCOT,970000,1533.6,1.581,0,25.51,5,1,0.03917
Philadelphia,PA,PJM,1600000,2169.5,1.3559,0,39.87,5,2,0.04728
Dallas,TX,ERCOT,1300000,1901.31,1.4625,1,40.71,5,2,0.0619
Houston,TX,ERCOT,2300000,3671.31,1.5962,0,36.75,5,1,0.03898
Richmond,VA,PJM,230000,354.99,1.5434,0,47.57,5,3,0.05156
Indianapolis,IN,MISO,890000,1314.34,1.4768,0,56.75,5,3,0.05263
Ashburn,VA,PJM,50000,79.83,1.5966,1,38.62,5,2,0.05451
San Antonio,TX,ERCOT,1450000,2078.53,1.4335,1,45.46,5,3,0.06448
Indianapolis,IN,MISO,890000,1218.46,1.3691,0,48.48,5,3,0.04837
Manassas,VA,PJM,42000,61.71,1.4693,1,36.08,5,2,0.05905
San Antonio,TX,ERCOT,1450000,2093.37,1.4437,1,40.31,5,3,0.06016
Sacramento,CA,CAISO,525000,810.11,1.5431,0,50.3,5,3,0.05119
Sacramento,CA,CAISO,525000,768.78,1.4643,0,44.46,5,3,0.04461
Providence,RI,ISONE,190000,275.72,1.4512,0,35.43,5,2,0.03799
Detroit,MI,MISO,640000,949.13,1.483,0,44.14,5,2,0.04236
Minneapolis,MN,MISO,430000,603.99,1.4046,1,37.29,5,2,0.0551
Richmond,VA,PJM,230000,307.39,1.3365,0,55.38,5,3,0.05623
Indianapolis,IN,MISO,890000,1269.27,1.4261,0,42.21,5,2,0.04808
San Diego,CA,CAISO,1400000,2297.44,1.641,0,32.24,5,1,0.03869
Minneapolis,MN,MISO,430000,570.17,1.326,1,51.9,5,3,0.06959
San Antonio,TX,ERCOT,1450000,2216.03,1.5283,1,36.86,5,2,0.05748
Sacramento,CA,CAISO,525000,844.23,1.6081,0,33.14,5,2,0.03688
Indianapolis,IN,MISO,890000,1197.09,1.345,0,30.51,5,1,0.03204
Dallas,TX,ERCOT,1300000,1879.94,1.4461,1,48.74,5,2,0.06688
Dallas,TX,ERCOT,1300000,1824.94,1.4038,1,46.43,5,3,0.05904
Boston,MA,ISONE,675000,909.88,1.348,1,32.34,5,1,0.05007
Des Moines,IA,MISO,215000,297.99,1.386,1,43.88,5,3,0.07226
Sacramento,CA,CAISO,525000,874.14,1.665,0,38.24,5,2,0.04392
Indianapolis,IN,MISO,890000,1222.15,1.3732,0,37.84,5,2,0.04677
Detroit,MI,MISO,640000,885.09,1.383,0,51.46,5,3,0.04496
Indianapolis,IN,MISO,890000,1285.44,1.4443,0,48.19,5,2,0.04867
Austin,TX,ERCOT,970000,1632.89,1.6834,0,41.84,5,2,0.03938
Baltimore,MD,PJM,580000,897.85,1.548,0,55.58,5,3,0.04592
Cleveland,OH,PJM,370000,518.05,1.4001,0,45.33,5,2,0.04649
Richmond,VA,PJM,230000,336.44,1.4628,0,28.66,5,1,0.03388
Ashburn,VA,PJM,50000,75.42,1.5083,1,43.28,5,2,0.06048
Manassas,VA,PJM,42000,64.48,1.5353,1,36.74,5,2,0.06034
Sacramento,CA,CAISO,525000,784.62,1.4945,0,40.31,5,2,0.044
Providence,RI,ISONE,190000,278.31,1.4648,0,39.93,5,2,0.04389
Philadelphia,PA,PJM,1600000,2354.79,1.4717,0,33.94,5,2,0.04197
Detroit,MI,MISO,640000,911.74,1.4246,0,51.97,5,3,0.05346
Baltimore,MD,PJM,580000,893.33,1.5402,0,41.26,5,3,0.04705
Des Moines,IA,MISO,215000,312.8,1.4549,1,38.66,5,2,0.06059
Dallas,TX,ERCOT,1300000,1933.15,1.487,1,38.26,5,2,0.05425
San Diego,CA,CAISO,1400000,2023.57,1.4454,0,20.08,5,0,0.0311
Cleveland,OH,PJM,370000,523.93,1.416,0,37.77,5,2,0.04404
Minneapolis,MN,MISO,430000,582.5,1.3547,1,42.0,5,2,0.06042
Detroit,MI,MISO,640000,950.71,1.4855,0,45.64,5,2,0.04421
San Antonio,TX,ERCOT,1450000,2362.58,1.6294,1,42.2,5,2,0.068
Detroit,MI,MISO,640000,913.49,1.4273,0,32.75,5,2,0.03873
Austin,TX,ERCOT,970000,1577.53,1.6263,0,25.98,5,1,0.03169
San Diego,CA,CAISO,1400000,2372.14,1.6944,0,30.18,5,2,0.03921
Austin,TX,ERCOT,970000,1396.6,1.4398,0,30.89,5,2,0.03531
Ashburn,VA,PJM,50000,79.87,1.5974,1,40.07,5,2,0.06171
Indianapolis,IN,MISO,890000,1288.86,1.4482,0,56.09,5,3,0.05626
Philadelphia,PA,PJM,1600000,2130.47,1.3315,0,42.32,5,2,0.04345
Ashburn,VA,PJM,50000,65.15,1.303,1,43.99,5,3,0.06203
Baltimore,MD,PJM,580000,838.57,1.4458,0,21.45,5,1,0.03496
Austin,TX,ERCOT,970000,1433.56,1.4779,0,48.18,5,3,0.04641
Indianapolis,IN,MISO,890000,1159.06,1.3023,0,57.05,5,4,0.05871
Boston,MA,ISONE,675000,926.05,1.3719,1,39.88,5,2,0.06432
Providence,RI,ISONE,190000,284.0,1.4947,0,48.98,5,3,0.04957
Hartford,CT,ISONE,120000,163.72,1.3643,0,38.56,5,2,0.0479
Richmond,VA,PJM,230000,354.02,1.5392,0,42.61,5,2,0.04097
Baltimore,MD,PJM,580000,778.2,1.3417,0,33.97,5,2,0.0367
Richmond,VA,PJM,230000,312.17,1.3572,0,37.52,5,2,0.04318
Houston,TX,ERCOT,2300000,3783.14,1.6448,0,44.06,5,3,0.05225
Cleveland,OH,PJM,370000,496.93,1.3431,0,41.26,5,2,0.04434
San Antonio,TX,ERCOT,1450000,2289.16,1.5787,1,40.19,5,2,0.0587
Houston,TX,ERCOT,2300000,3665.0,1.5935,0,27.47,5,1,0.03611
Providence,RI,ISONE,190000,250.77,1.3199,0,45.75,5,2,0.04453
Los Angeles,CA,CAISO,3900000,5875.35,1.5065,1,38.56,5,2,0.06229
San Antonio,TX,ERCOT,1450000,2434.91,1.6793,1,41.6,5,2,0.06004
Cleveland,OH,PJM,370000,558.91,1.5106,0,38.79,5,2,0.04313
Richmond,VA,PJM,230000,363.65,1.5811,0,27.98,5,1,0.03553
Los Angeles,CA,CAISO,3900000,6260.34,1.6052,1,45.41,5,3,0.05938
Detroit,MI,MISO,640000,852.05,1.3313,0,30.75,5,1,0.03664
Des Moines,IA,MISO,215000,294.97,1.372,1,40.17,5,2,0.05745
Providence,RI,ISONE,190000,257.45,1.355,0,45.46,5,2,0.04564
Austin,TX,ERCOT,970000,1611.38,1.6612,0,35.03,5,3,0.04621
Houston,TX,ERCOT,2300000,3796.3,1.6506,0,45.49,5,2,0.04494
San Antonio,TX,ERCOT,1450000,2392.21,1.6498,1,39.59,5,2,0.06609
Cleveland,OH,PJM,370000,523.34,1.4144,0,39.4,5,2,0.03798
Santa Clara,CA,CAISO,130000,195.74,1.5057,1,43.06,5,2,0.0564
Austin,TX,ERCOT,970000,1535.52,1.583,0,39.46,5,2,0.04453
Austin,TX,ERCOT,970000,1370.48,1.4129,0,55.03,5,3,0.05247
Los Angeles,CA,CAISO,3900000,6558.23,1.6816,1,33.81,5,2,0.05535
Detroit,MI,MISO,640000,926.75,1.448,0,53.96,5,2,0.04784
Sacramento,CA,CAISO,525000,763.27,1.4538,0,41.2,5,2,0.04075
Hartford,CT,ISONE,120000,165.93,1.3827,0,47.41,5,2,0.0495
Richmond,VA,PJM,230000,311.1,1.3526,0,46.65,5,2,0.04301
Hartford,CT,ISONE,120000,168.51,1.4043,0,20.0,5,1,0.03232
Indianapolis,IN,MISO,890000,1238.23,1.3913,0,38.88,5,2,0.04476
Providence,RI,ISONE,190000,272.73,1.4354,0,36.28,5,2,0.03897
Richmond,VA,PJM,230000,318.01,1.3827,0,38.48,5,2,0.04134
San Antonio,TX,ERCOT,1450000,2202.57,1.519,1,30.43,5,2,0.05345
Cleveland,OH,PJM,370000,515.26,1.3926,0,20.0,5,1,0.03044
Richmond,VA,PJM,230000,299.36,1.3016,0,33.09,5,2,0.03902
Cleveland,OH,PJM,370000,530.06,1.4326,0,48.73,5,3,0.05198
Austin,TX,ERCOT,970000,1625.63,1.6759,0,53.92,5,3,0.05475
Indianapolis,IN,MISO,890000,1289.09,1.4484,0,20.74,5,1,0.02796
Minneapolis,MN,MISO,430000,636.23,1.4796,1,42.05,5,2,0.05283
Boston,MA,ISONE,675000,900.0,1.3333,1,42.69,5,2,0.05527
Los Angeles,CA,CAISO,3900000,5996.15,1.5375,1,42.93,5,2,0.05611
Providence,RI,ISONE,190000,280.29,1.4752,0,42.42,5,2,0.04128
Sacramento,CA,CAISO,525000,782.2,1.4899,0,41.98,5,2,0.04517
Manassas,VA,PJM,42000,66.64,1.5867,1,44.79,5,3,0.06423
Providence,RI,ISONE,190000,248.61,1.3085,0,54.77,5,3,0.05629
Des Moines,IA,MISO,215000,310.98,1.4464,1,35.7,5,2,0.05171
Minneapolis,MN,MISO,430000,579.8,1.3484,1,43.54,5,2,0.06039
Cleveland,OH,PJM,370000,481.67,1.3018,0,54.04,5,3,0.05257
Indianapolis,IN,MISO,890000,1243.39,1.3971,0,56.45,5,3,0.04908
San Antonio,TX,ERCOT,1450000,2045.21,1.4105,1,47.03,5,3,0.06535
Sacramento,CA,CAISO,525000,784.31,1.4939,0,39.87,5,3,0.04742
San Diego,CA,CAISO,1400000,2099.69,1.4998,0,45.35,5,2,0.04297
San Diego,CA,CAISO,1400000,2301.04,1.6436,0,69.01,5,4,0.06075
Minneapolis,MN,MISO,430000,619.29,1.4402,1,39.54,5,2,0.0547
Houston,TX,ERCOT,2300000,3798.37,1.6515,0,37.06,5,2,0.04172
Richmond,VA,PJM,230000,311.9,1.3561,0,42.71,5,2,0.0438
San Antonio,TX,ERCOT,1450000,2442.23,1.6843,1,52.53,5,3,0.06807
Dallas,TX,ERCOT,1300000,1948.0,1.4985,1,39.62,5,2,0.05933
Minneapolis,MN,MISO,430000,640.26,1.489,1,37.5,5,2,0.05042
Houston,TX,ERCOT,2300000,3507.79,1.5251,0,34.56,5,2,0.03955
San Antonio,TX,ERCOT,1450000,2177.53,1.5017,1,44.06,5,2,0.05969
Philadelphia,PA,PJM,1600000,2500.46,1.5628,0,59.15,5,4,0.05369
Hartford,CT,ISONE,120000,172.23,1.4353,0,42.9,5,2,0.04489
Providence,RI,ISONE,190000,274.86,1.4466,0,45.31,5,2,0.0424
Los Angeles,CA,CAISO,3900000,5640.05,1.4462,1,41.36,5,2,0.05768
